id,name,asset_type,raw_asset_ids,tags,location_id,street_address,unit,unit_type,municipality,city,state,zip_code,parcel_id,residence,iffy_geocoding,available_transportation,parent_location,url,email,phone,hours_of_operation,holiday_hours_of_operation,periodicity,capacity,wifi_network,internet_access,computers_available,accessibility,open_to_public,child_friendly,sensitive,do_not_display,localizability,services,hard_to_count_population,data_source_names,data_source_urls,organization_name,organization_phone,organization_email,etl_notes,latitude,longitude,full_address,geom_type,census_tract,allegheny_county_municipality,geocoding_status
202637,Sisters of the Holy Spirit Motherhouse,faith-based_facilities,12190,,572,5246 Clarwin Avenue,,,,Pittsburgh,PA,15229,,,,,,https://sistersoftheholyspirit.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.507843348209,-80.0267728668288,"5246 Clarwin Avenue, Pittsburgh, PA 15229",Point,42003429100,Ross Township,OK
202634,Shiloh Baptist Church,faith-based_facilities,12187,,599,1004 Ninth Avenue,,,,Brackenridge,PA,15014-1477,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.6094538761913,-79.7415357410597,"1004 Ninth Avenue, Brackenridge, PA 15014-1477",Point,42003402000,Brackenridge Borough,OK
202630,Shannopin / Glenwillard United Methodist,faith-based_facilities,12183,,674,126 Delfred Dr,,,,Carnegie,PA,15106-1738,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4070224670798,-80.103902167107,"126 Delfred Dr, Carnegie, PA 15106-1738",Point,42003458000,Collier Township,OK
202626,Second United Presbyterian Church Of Wilkinsburg,faith-based_facilities,12179,,926,300 Hay St,,,,Pittsburgh,PA,15221-3399,,,,,,https://www.secondup.net/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4388405942176,-79.8884231589733,"300 Hay St, Pittsburgh, PA 15221-3399",Point,42003560500,Wilkinsburg Borough,OK
202665,St Andrew The Apostle Byzantine Catholic,faith-based_facilities,12218,,623,235 Logan Rd,,,,Gibsonia,PA,15044-6093,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.6460896060875,-80.0213299200014,"235 Logan Rd, Gibsonia, PA 15044-6093",Point,42003409000,Pine Township,"There are 2 parcels that contain the point (-80.0213299200014, 40.6460896060875)."
202661,St Alexis Parish,faith-based_facilities,12214,,655,10090 Old Perry Hwy,,,,Wexford,PA,15090-9320,,,,,,https://www.stalexis.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5957789433547,-80.0439278366499,"10090 Old Perry Hwy, Wexford, PA 15090-9320",Point,42003413100,McCandless Township,"There are 2 parcels that contain the point (-80.0439278366499, 40.5957789433547)."
202700,St John Capistran Parish,faith-based_facilities,12253,,1021,1610 Mcmillan Road,,,,Pittsburgh,PA,15241-2608,,,,,,http://sjcusc.weconnect.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3592389213374,-80.0726414587087,"1610 Mcmillan Road, Pittsburgh, PA 15241-2608",Point,42003474101,Upper St. Clair Municipality,"There are 2 parcels that contain the point (-80.0726414587087, 40.3592389213374)."
202696,St James Parish,faith-based_facilities,12249,,922,718 Franklin Ave,,,,Pittsburgh,PA,15221-2990,,,,,,http://www.saintbedeparish.org/about-us-st-james,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4406113460061,-79.8856028555842,"718 Franklin Ave, Pittsburgh, PA 15221-2990",Point,42003560600,Wilkinsburg Borough,"There are 2 parcels that contain the point (-79.8856028555842, 40.4406113460061)."
202690,St Gregory Nazianzus Byzantine Catholic Church,faith-based_facilities,12243,,1019,2005 Mohawk Rd,,,,Pittsburgh,PA,15241-1526,,,,,,http://www.stgregoryusc.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3345243407546,-80.0674737207854,"2005 Mohawk Rd, Pittsburgh, PA 15241-1526",Point,42003474102,Upper St. Clair Municipality,"There are 2 parcels that contain the point (-80.0674737207854, 40.3345243407546)."
202688,St Gerard Majella,faith-based_facilities,12241,,486,121 Dawn Drive,,,,Verona,PA,15147,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4955818967412,-79.8181476014975,"121 Dawn Drive, Verona, PA 15147",Point,42003523701,Penn Hills Municipality,OK
202687,St George Orthodox Church,faith-based_facilities,12240,,407,PO Box 664,,,,Bridgeville,PA,15017,,,,,,www.stgeorgebridgeville.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,,,"PO Box 664, Bridgeville, PA 15017",,,,Unable to geocode this address to a single unambigous point.
202685,St Gabriel Of Sorrowful Virgin,faith-based_facilities,12238,,988,5200 Greenridge Dr,,,,Pittsburgh,PA,15236-1798,,,,,,https://stgabespgh.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3564001674283,-80.005703086198,"5200 Greenridge Dr, Pittsburgh, PA 15236-1798",Point,42003477100,Whitehall Borough,OK
202676,St Catherine Of Sweden,faith-based_facilities,12229,,429,2554 Wildwood Road,,,,Wildwood,PA,15101,,,,,,https://stcatherineofsweden.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.591488451003,-79.9665648842866,"2554 Wildwood Road, Wildwood, PA 15101",Point,42003414102,Hampton Township,OK
202673,St Bernard Parish,faith-based_facilities,12226,,887,311 Washington Rd,,,,Pittsburgh,PA,15216-1698,,,,,,https://www.stbernardchurchpgh.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3867730771706,-80.0434517710961,"311 Washington Rd, Pittsburgh, PA 15216-1698",Point,42003473300,Mount Lebanon,"There are 2 parcels that contain the point (-80.0434517710961, 40.3867730771706)."
202670,St Bartholomew Parish,faith-based_facilities,12223,,977,111 Erhardt Dr,,,,Pittsburgh,PA,15235-1799,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4644801078414,-79.8408497047396,"111 Erhardt Dr, Pittsburgh, PA 15235-1799",Point,42003523300,Penn Hills Municipality,"There are 2 parcels that contain the point (-79.8408497047396, 40.4644801078414)."
202669,St Barbara Parish,faith-based_facilities,12222,,602,45 Prestley Rd,,,,Bridgeville,PA,15017-1971,,,,,,https://holychildrcparish.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3705533494129,-80.1151916189829,"45 Prestley Rd, Bridgeville, PA 15017-1971",Point,42003458000,Collier Township,OK
202668,St Athanasius Church,faith-based_facilities,12221,,962,7 Chalfonte Ave,,,,Pittsburgh,PA,15229-1825,,,,,,https://stathanasiuswv.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5212633043849,-80.0297123328207,"7 Chalfonte Ave, Pittsburgh, PA 15229-1825",Point,42003430200,West View Borough,"There are 2 parcels that contain the point (-80.0297123328207, 40.5212633043849)."
202667,St Anne Church,faith-based_facilities,12220,,973,400 Hoodridge Dr,,,,Pittsburgh,PA,15234-1794,,,,,,http://www.stanneparish.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.365719195948,-80.0341375891029,"400 Hoodridge Dr, Pittsburgh, PA 15234-1794",Point,42003476100,Castle Shannon Borough,"There are 2 parcels that contain the point (-80.0341375891029, 40.365719195948)."
202745,St Patrick Parish,faith-based_facilities,12298,,425,7322 Noblestown Rd,,,,Oakdale,PA,15071,,,,,,https://www.saint-patrick-parish.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3911605049902,-80.1988803383426,"7322 Noblestown Rd, Oakdale, PA 15071",Point,42003564000,North Fayette Township,OK
202737,St Michael's Orthodox Church,faith-based_facilities,12290,,730,424 Ninth Ave,,,,McKeesport,PA,15132-4001,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3471343522891,-79.8620267804367,"424 Ninth Ave, McKeesport, PA 15132-4001",Point,42003552100,McKeesport,"There are 2 parcels that contain the point (-79.8620267804367, 40.3471343522891)."
202736,St Michael's Orthodox Church,faith-based_facilities,12289,,668,146 Third St,,,,Rankin,PA,15104-1145,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4117071363062,-79.8787417052361,"146 Third St, Rankin, PA 15104-1145",Point,42003514000,Rankin Borough,"There are 2 parcels that contain the point (-79.8787417052361, 40.4117071363062)."
202732,St Maurice Parish,faith-based_facilities,12285,,930,2001 Ardmore Blvd,,,,Pittsburgh,PA,15221-4671,,,,,,www.stmauriceparish.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4215062549853,-79.8516481762801,"2001 Ardmore Blvd, Pittsburgh, PA 15221-4671",Point,42003518001,Forest Hills Borough,"There are 2 parcels that contain the point (-79.8516481762801, 40.4215062549853)."
202729,St Mary Of The Assumption Parish,faith-based_facilities,12282,,698,2510 Middle Rd,,,,Glenshaw,PA,15116-3034,,,,,,http://www.stmaryglenshaw.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,,,"2510 Middle Rd, Glenshaw, PA 15116-3034",,,,Unable to geocode this address to a single unambigous point.
202725,St Mark Parish,faith-based_facilities,12278,,736,1125 Romine Ave,,,,McKeesport,PA,15133-2303,,,,,,http://www.saintmarkdiopitt.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3434006554862,-79.8711394636767,"1125 Romine Ave, McKeesport, PA 15133-2303",Point,42003500300,Port Vue Borough,OK
202721,St Margaret Parish,faith-based_facilities,12274,,914,310 Mansfield Ave,,,,Pittsburgh,PA,15220-2902,,,,,,http://stmargparish.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4223907143766,-80.0474401769113,"310 Mansfield Ave, Pittsburgh, PA 15220-2902",Point,42003469000,Green Tree Borough,OK
202719,St Malachy Parish,faith-based_facilities,12272,,683,343 Forest Grove Road,,,,Coraopolis,PA,15108-3797,,,,,,http://www.stmalachypgh.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4803566017465,-80.1041729837991,"343 Forest Grove Road, Coraopolis, PA 15108-3797",Point,42003460001,Kennedy Township,"There are 2 parcels that contain the point (-80.1041729837991, 40.4803566017465)."
202718,St Luke's Lutheran Church,faith-based_facilities,12271,,963,305 Center Ave,,,,Pittsburgh,PA,15229-1998,,,,,,http://stlukeselc.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5152794398424,-80.0233975418166,"305 Center Ave, Pittsburgh, PA 15229-1998",Point,42003430100,West View Borough,OK
202716,St Louise De Marillac Parish,faith-based_facilities,12269,,590,320 McMurray Rd,,,,Pittsburgh,PA,15241,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3153095362412,-80.0716565374104,"320 McMurray Rd, Pittsburgh, PA 15241",Point,42003474203,Upper St. Clair Municipality,OK
202712,St Joseph Parish,faith-based_facilities,12265,,883,342 Dorseyville Rd,,,,Pittsburgh,PA,15215-1040,,,,,,http://stjosephohara.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.519046482857,-79.924021821647,"342 Dorseyville Rd, Pittsburgh, PA 15215-1040",Point,42003421200,O Hara Township,OK
202707,St John's Evangelical Lutheran Church of Perrysville,faith-based_facilities,12260,,571,920 Perry Highway,,,,Pittsburgh,PA,15229,,,,,,https://www.stjohnsofperrysville.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5333874138323,-80.0356363757322,"920 Perry Highway, Pittsburgh, PA 15229",Point,42003429400,Ross Township,"There are 2 parcels that contain the point (-80.0356363757322, 40.5333874138323)."
202785,St. Alphonsus Parish,faith-based_facilities,12338,,653,201 Church Road,,,,Wexford,PA,15090-8843,,,,,,http://saintalphonsuswexford.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.6275358874824,-80.0567464285431,"201 Church Road, Wexford, PA 15090-8843",Point,42003409000,Pine Township,OK
202780,St Winifred Parish,faith-based_facilities,12333,,957,550 Sleepy Hollow Rd,,,,Pittsburgh,PA,15228-2699,,,,,,http://www.stwinifred.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3753604832044,-80.0231890904417,"550 Sleepy Hollow Rd, Pittsburgh, PA 15228-2699",Point,42003473300,Mount Lebanon,"There are 2 parcels that contain the point (-80.0231890904417, 40.3753604832044)."
202779,St Victor Parish,faith-based_facilities,12332,,596,PO Box 149,,,,Bairdford,PA,15006-0149,,,,,,http://www.stvictors.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,,,"PO Box 149, Bairdford, PA 15006-0149",,,,Unable to geocode this address to a single unambigous point.
202776,St Thomas More Parish,faith-based_facilities,12329,,1017,126 Fort Couch Rd,,,,Pittsburgh,PA,15241-1094,,,,,,https://www.stmpgh.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3424451763687,-80.052162931865,"126 Fort Couch Rd, Pittsburgh, PA 15241-1094",Point,42003475101,Bethel Park Municipality,"There are 2 parcels that contain the point (-80.052162931865, 40.3424451763687)."
202773,St Teresa Of Avila Parish,faith-based_facilities,12326,,999,1000 Avila Ct,,,,Pittsburgh,PA,15237-2127,,,,,,http://www.avilaparish.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5390546435211,-80.0396614427654,"1000 Avila Ct, Pittsburgh, PA 15237-2127",Point,42003429300,Ross Township,OK
202772,St Sylvester Parish,faith-based_facilities,12325,,951,3754 Brownsville Rd,,,,Pittsburgh,PA,15227-3598,,,,,,https://www.saintsylvesterparish.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3709783163112,-79.9758960358415,"3754 Brownsville Rd, Pittsburgh, PA 15227-3598",Point,42003478100,Brentwood Borough,"There are 3 parcels that contain the point (-79.9758960358415, 40.3709783163112)."
202763,St Robert Bellarmine Church,faith-based_facilities,12316,,618,1313 5Th Ave,,,,East McKeesport,PA,15035-1694,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3785661658341,-79.812754231993,"1313 5Th Ave, East McKeesport, PA 15035-1694",Point,42003564400,North Versailles Township,"There are 2 parcels that contain the point (-79.812754231993, 40.3785661658341)."
202756,St Pio Of Pietrelcina,faith-based_facilities,12309,,1013,450 Walnut St,,,,Pittsburgh,PA,15238-3351,,,,,,http://www.saintedwardparish.com,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4961548391181,-79.8584509932579,"450 Walnut St, Pittsburgh, PA 15238-3351",Point,42003420000,Blawnox Borough,OK
202755,St Philip Parish,faith-based_facilities,12308,,810,50 West Crafton Ave,,,,Pittsburgh,PA,15205-2898,,,,,,http://www.saintphilipchurch.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4368783308308,-80.0685296919484,"50 West Crafton Ave, Pittsburgh, PA 15205-2898",Point,42003465800,Crafton Borough,"There are 2 parcels that contain the point (-80.0685296919484, 40.4368783308308)."
202994,Word Of Light Fellowship,faith-based_facilities,12547,,584,500 Chapel Harbor Drive,,,,Pittsburgh,PA,15238,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4857075696449,-79.8873744920309,"500 Chapel Harbor Drive, Pittsburgh, PA 15238",Point,42003421100,O Hara Township,OK
202816,St. James Evangelical Lutheran Church,faith-based_facilities,12369,,794,28 Pittsburgh St,,,,Pittsburgh,PA,15202-1730,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.511729917426,-80.0899941283395,"28 Pittsburgh St, Pittsburgh, PA 15202-1730",Point,42003435000,Emsworth Borough,OK
202815,St. James Episcopal Church,faith-based_facilities,12368,,981,11524 Frankstown Rd,,,,Pittsburgh,PA,15235-3117,,,,,,www.stjamesph.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4636572869557,-79.8298345485609,"11524 Frankstown Rd, Pittsburgh, PA 15235-3117",Point,42003523400,Penn Hills Municipality,"There are 2 parcels that contain the point (-79.8298345485609, 40.4636572869557)."
202799,St. Brendan's Episcopal Church,faith-based_facilities,12352,,766,2365 Mcaleer Road,,,,Sewickley,PA,15143-8620,,,,,,www.stbrendans.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.5808281936122,-80.0841209292557,"2365 Mcaleer Road, Sewickley, PA 15143-8620",Point,42003412002,Franklin Park Borough,OK
202862,St. Matthew's Lutheran Church,faith-based_facilities,12415,,809,45 E Steuben St,,,,Pittsburgh,PA,15205-2766,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4383009672799,-80.0649851512185,"45 E Steuben St, Pittsburgh, PA 15205-2766",Point,42003465600,Crafton Borough,OK
202895,St. Stephen's Episcopal Church,faith-based_facilities,12448,,924,600 Pitt Street,,,,Pittsburgh,PA,15221-3136,,,,,,www.ststephenswilkinsburg.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4415128106742,-79.888774014426,"600 Pitt Street, Pittsburgh, PA 15221-3136",Point,42003560400,Wilkinsburg Borough,"There are 2 parcels that contain the point (-79.888774014426, 40.4415128106742)."
202886,St. Peter's Episcopal Church,faith-based_facilities,12439,,949,4048 Brownsville Road,,,,Pittsburgh,PA,15227-3420,,,,,,www.stpetersbrentwood.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3669534511318,-79.9810836369525,"4048 Brownsville Road, Pittsburgh, PA 15227-3420",Point,42003478100,Brentwood Borough,OK
202882,St. Paul?s Episcopal Church,faith-based_facilities,12435,,568,1066 Washington Road,,,,Pittsburgh,PA,15228,,,,,,www.stpaulspgh.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3708120777266,-80.050084067396,"1066 Washington Road, Pittsburgh, PA 15228",Point,42003473500,Mount Lebanon,"There are 2 parcels that contain the point (-80.050084067396, 40.3708120777266)."
202911,Swissvale Presbyterian Church,faith-based_facilities,12464,,895,1825 Monongahela St,,,,Pittsburgh,PA,15218-2311,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4222671482805,-79.8903377978903,"1825 Monongahela St, Pittsburgh, PA 15218-2311",Point,42003515300,Swissvale Borough,OK
202910,Sunset Hills United Presbyterian Church,faith-based_facilities,12463,,956,900 Country Club Dr,,,,Pittsburgh,PA,15228-2697,,,,,,http://www.shupchurch.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.3759957385611,-80.0277107435248,"900 Country Club Dr, Pittsburgh, PA 15228-2697",Point,42003473300,Mount Lebanon,"There are 2 parcels that contain the point (-80.0277107435248, 40.3759957385611)."
202908,Sts John & Paul Catholic Parish,faith-based_facilities,12461,,765,2586 Wexford Bayne Rd,,,,Sewickley,PA,15143-8610,,,,,,http://www.stsjohnandpaul.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.6081988621151,-80.1051464918919,"2586 Wexford Bayne Rd, Sewickley, PA 15143-8610",Point,42003412001,Franklin Park Borough,OK
202900,St. Thomas Anglican Church,faith-based_facilities,12453,,417,4106 Saint Thomas Drive,,,,Gibsonia,PA,15044,,,,,,https://www.saintthomasanglican.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.6442860367323,-79.9393556999095,"4106 Saint Thomas Drive, Gibsonia, PA 15044",Point,42003408001,Richland Township,OK
202966,Union Baptist Church,faith-based_facilities,12519,,559,2117 Collingwood Ave,,,,Pittsburgh,PA,15221,,,,,,http://www.unionbaptistpgh.org/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4172466138197,-79.888533918911,"2117 Collingwood Ave, Pittsburgh, PA 15221",Point,42003515300,Swissvale Borough,OK
202962,Trinity United Church Of Christ,faith-based_facilities,12515,,1007,3712 Saxonburg Blvd,,,,Pittsburgh,PA,15238-1068,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.575761105791,-79.8897725168216,"3712 Saxonburg Blvd, Pittsburgh, PA 15238-1068",Point,42003415001,Indiana Township,"There are 2 parcels that contain the point (-79.8897725168216, 40.575761105791)."
202961,Trinity Tower United Methodist Church,faith-based_facilities,12514,,979,6729 Saltsburg Rd,,,,Pittsburgh,PA,15235-2118,,,,,,www.trinitytowerchurch.org,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4822283077685,-79.802798039022,"6729 Saltsburg Rd, Pittsburgh, PA 15235-2118",Point,42003523702,Penn Hills Municipality,OK
202996,Word of God Parish,faith-based_facilities,12549,,545,2021 S Braddock Ave,,,,Pittsburgh,PA,15218,,,,,,,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4218870176017,-79.8847568836109,"2021 S Braddock Ave, Pittsburgh, PA 15218",Point,42003515100,Swissvale Borough,"There are 2 parcels that contain the point (-79.8847568836109, 40.4218870176017)."
202947,The Upper Room Presbyterian,faith-based_facilities,12500,,544,7604 Charleston Ave,,,,Pittsburgh,PA,15218,,,,,,http://www.pghupperroom.com/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.43017572692,-79.8929249678588,"7604 Charleston Ave, Pittsburgh, PA 15218",Point,42003515401,Swissvale Borough,OK
202943,The Presbyterian Church of Plum Creek,faith-based_facilities,12496,,589,550 Center New Texas Road,,,,Pittsburgh,PA,15239,,,,,,http://www.plumcreekchurch.com/,,,,,,,,,,,,,False,,FIX,,,AlleghenyCountyChurches.xlsx,[Unknown],,,,,40.4944859123454,-79.7507786875245,"550 Center New Texas Road, Pittsburgh, PA 15239",Point,42003526201,Plum Borough,OK
